file	action	reason_or_replacement
mvp/assets/audio/music/pactbound.png-b1fcbf83bc3f8476a14042f3abf0d13c.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/profile.png-396467a4a8f220a917d4f03197362219.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/profile.png-396467a4a8f220a917d4f03197362219.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/profile.png-396467a4a8f220a917d4f03197362219.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/quit.png-5a00075c91bf77f4604c46ecad23faa7.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/quit.png-5a00075c91bf77f4604c46ecad23faa7.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/quit.png-5a00075c91bf77f4604c46ecad23faa7.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/recruit.png-b5561cbe389362151bc08dcea78f5225.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/recruit.png-b5561cbe389362151bc08dcea78f5225.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/recruit.png-b5561cbe389362151bc08dcea78f5225.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/renaissance-des-neuf-couronnes.mp3-107bea10516181eea7c8c820f9dd3c69.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/renaissance-des-neuf-couronnes.mp3-107bea10516181eea7c8c820f9dd3c69.mp3str	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/renaissance-des-neuf-couronnes.mp3-c3cdb71191eedba1e227565c8b15cd7b.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/renaissance-des-neuf-couronnes.mp3-c3cdb71191eedba1e227565c8b15cd7b.mp3str	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/reputation.png-d141562669e72cd9b81656cd4e903d1e.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/reputation.png-d141562669e72cd9b81656cd4e903d1e.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/reputation.png-d141562669e72cd9b81656cd4e903d1e.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/rest.png-d2b82544b80f3bf184a65452ce29c4a4.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/rest.png-d2b82544b80f3bf184a65452ce29c4a4.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/rest.png-d2b82544b80f3bf184a65452ce29c4a4.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/save.png-3ed7cc7b435c664b84486ebf905e3684.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/save.png-3ed7cc7b435c664b84486ebf905e3684.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/save.png-3ed7cc7b435c664b84486ebf905e3684.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/settings.png-05f96689361c066ede9747ca7d01171b.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/settings.png-05f96689361c066ede9747ca7d01171b.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/settings.png-05f96689361c066ede9747ca7d01171b.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/shadowfang.csv-92c61ecf715238096dbbf96119e489d4.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/shadowfang.png-0b0be62c598afe79b1d2166f2ed001a3.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/shadowfang.png-0b0be62c598afe79b1d2166f2ed001a3.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/shadowfang.png-0b0be62c598afe79b1d2166f2ed001a3.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/soul.png-4c3f4363de7d0c68586fd6e8a855911d.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/soul.png-4c3f4363de7d0c68586fd6e8a855911d.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/soul.png-4c3f4363de7d0c68586fd6e8a855911d.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/soulwarden.csv-59ddc9d62a9f9a9e9480bfd709fbac06.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/soulwarden.png-fd5c13c21969e107fde5edbcbeb55459.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/soulwarden.png-fd5c13c21969e107fde5edbcbeb55459.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/soulwarden.png-fd5c13c21969e107fde5edbcbeb55459.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/spy.png-76a6347599d6a7c9d5682d310ad9da99.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/spy.png-76a6347599d6a7c9d5682d310ad9da99.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/spy.png-76a6347599d6a7c9d5682d310ad9da99.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/stone.png-1fc913a5774d4ebe7fb12dfb7c186838.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/stone.png-1fc913a5774d4ebe7fb12dfb7c186838.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/stone.png-1fc913a5774d4ebe7fb12dfb7c186838.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/voidmonk.csv-2a0e30edcc712daa26a339694b185e95.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/voidmonk.png-37055a0f60a41d62c05323aa9dd05bd1.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/voidmonk.png-37055a0f60a41d62c05323aa9dd05bd1.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/voidmonk.png-37055a0f60a41d62c05323aa9dd05bd1.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/warlord.csv-adc47c552ef6aca7f10d54d050341079.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/warlord.png-95d68434e6214f0ba18e50ee6c1f3f38.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/warlord.png-95d68434e6214f0ba18e50ee6c1f3f38.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/warlord.png-95d68434e6214f0ba18e50ee6c1f3f38.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/wilddruid.csv-6aa4fb6ee4369a79813eb8bc3197fbbc.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/wilddruid.png-855f50dbb5d6904485da3a8c2a3e7b35.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/wilddruid.png-855f50dbb5d6904485da3a8c2a3e7b35.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/wilddruid.png-855f50dbb5d6904485da3a8c2a3e7b35.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/data/progression/DemonBlade.Artisanat.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Attaque.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Commandement.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.D#U00e9fense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Diplomatie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Défense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Espionnage.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Force.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Initiative.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Jet de R#U00e9flexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Jet de Réflexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Jet de Vigueur.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Jet de Volont#U00e9.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Jet de Volonté.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Lore.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Magie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Nouveaux Talents.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.R#U00e9sistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/DemonBlade.Résistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Artisanat.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Attaque.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Commandement.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.D#U00e9fense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Diplomatie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Défense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Espionnage.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Force.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Initiative.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Jet de R#U00e9flexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Jet de Réflexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Jet de Vigueur.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Jet de Volont#U00e9.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Jet de Volonté.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Lore.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Magie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Nouveaux Talents.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.R#U00e9sistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/abyss paladin.Résistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Artisanat.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Attaque.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Commandement.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.D#U00e9fense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Diplomatie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Défense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Espionnage.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Force.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Initiative.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Jet de R#U00e9flexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Jet de Réflexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Jet de Vigueur.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Jet de Volont#U00e9.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Jet de Volonté.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Lore.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Magie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Nouveaux Talents.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.R#U00e9sistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/berserkdemon.Résistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Artisanat.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Attaque.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Commandement.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.D#U00e9fense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Diplomatie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Défense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Espionnage.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Force.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Initiative.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Jet de R#U00e9flexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Jet de Réflexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Jet de Vigueur.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Jet de Volont#U00e9.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Jet de Volonté.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Lore.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Magie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Nouveaux Talents.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.R#U00e9sistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/bloodsorcerer.Résistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Artisanat.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Attaque.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Commandement.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.D#U00e9fense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Diplomatie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Défense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Espionnage.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Force.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Initiative.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Jet de R#U00e9flexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Jet de Réflexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Jet de Vigueur.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Jet de Volont#U00e9.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Jet de Volonté.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Lore.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Magie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Nouveaux Talents.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.R#U00e9sistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/echobard.Résistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Artisanat.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Attaque.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Commandement.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.D#U00e9fense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Diplomatie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Défense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Espionnage.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Force.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Initiative.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Jet de R#U00e9flexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Jet de Réflexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Jet de Vigueur.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Jet de Volont#U00e9.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Jet de Volonté.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Lore.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Magie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Nouveaux Talents.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.R#U00e9sistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellcaster.Résistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Artisanat.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Attaque.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Commandement.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.D#U00e9fense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Diplomatie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Défense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Espionnage.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Force.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Initiative.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Jet de R#U00e9flexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Jet de Réflexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Jet de Vigueur.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Jet de Volont#U00e9.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Jet de Volonté.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Lore.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Magie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Nouveaux Talents.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.R#U00e9sistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/hellranger.Résistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Artisanat.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Attaque.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Commandement.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.D#U00e9fense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Diplomatie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Défense.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Espionnage.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Force.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Initiative.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Jet de R#U00e9flexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Jet de Réflexes.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Jet de Vigueur.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Jet de Volont#U00e9.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Jet de Volonté.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Lore.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Magie.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Nouveaux Talents.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.R#U00e9sistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
mvp/data/progression/infernalartificier.Résistance.translation	DELETE	mvp/data/progression/*.csv (lecture brute, pas traduction)
